title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score
Kavin Jay : Everybody Calm Down!,MOVIE,2018,,53,"['comedy', 'documentation']",['XX'],,tt7924764,5.9
Mau Nieto: viviendo sobrio… desde el bar,MOVIE,2018,,57,['comedy'],['MX'],,tt7607492,6.7
Coco y Raulito: Carrusel de ternura,MOVIE,2018,PG-13,56,['comedy'],['MX'],,tt7607498,6.6
First Love,MOVIE,2018,,122,"['drama', 'romance']",['PH'],,tt9060390,6.0
Fernando Sanjiao: Hombre,MOVIE,2018,,63,['comedy'],['AR'],,tt7607332,6.3
Prince of Peoria: A Christmas Moose Miracle,MOVIE,2018,,29,['comedy'],[],,,
Highland: Thailand's Marijuana Awakening,SHOW,2017,TV-MA,20,['documentation'],['US'],1.0,tt7201224,6.2
Ricardo Quevedo: Hay gente así,MOVIE,2018,,58,['comedy'],['CO'],,tt7607450,6.3
Si saben cómo me pongo ¿Pa' qué me invitan?,MOVIE,2018,,89,"['romance', 'comedy']",['CO'],,tt7940122,4.6
The Lost Café,MOVIE,2018,,76,"['drama', 'comedy']","['NO', 'NG']",,tt7371662,6.4
Zoé: Panoramas,MOVIE,2017,PG,89,"['music', 'documentation']",['XX'],,tt5158844,6.8
Fabrizio Copano: solo pienso en mí,MOVIE,2017,,59,['comedy'],['CL'],,tt8134310,5.0
Good Game: The Beginning,MOVIE,2018,PG-13,104,"['comedy', 'drama', 'sport']",['TR'],,tt8510324,4.4
Santo cachón,MOVIE,2018,,87,['comedy'],['CO'],,tt9189572,4.8
Pinky Memsaab,MOVIE,2018,,124,"['drama', 'family']",['PK'],,tt8529070,6.3
Heaven Without People,MOVIE,2017,,91,['drama'],['LB'],,tt7583280,7.6
Yoo Byung Jae: Discomfort Zone,MOVIE,2018,,54,['comedy'],['KR'],,,
"Edmilson Filho: Notas, Comedy about Relationships",MOVIE,2018,,79,['comedy'],['BR'],,tt9234638,5.2
Hadithi za Kumekucha: Fatuma,MOVIE,2018,,85,['drama'],['TZ'],,tt8329296,7.6
Echcharikkai,MOVIE,2018,,134,"['thriller', 'crime', 'drama']",['IN'],,tt7853268,6.3
Nathicharami,MOVIE,2018,,116,['drama'],['IN'],,tt9084890,7.2
Facing Mecca,MOVIE,2017,,25,['drama'],['CH'],,,
Ayana,MOVIE,2017,,112,"['drama', 'documentation']",['KG'],,tt6891660,7.4
Table Manners,MOVIE,2018,,105,"['comedy', 'drama']","['ZA', 'CA']",,tt7385538,5.1
Salam - The First ****** Nobel Laureate,MOVIE,2018,,75,['documentation'],['US'],,tt7904606,7.8
Todd Glass: Act Happy,MOVIE,2018,,62,['comedy'],['US'],,tt7752142,5.1
Lilli,MOVIE,2018,PG,91,['thriller'],['IN'],,tt8273258,5.7
Eve's Apple,MOVIE,2017,,90,"['documentation', 'european']",['ES'],,tt7388694,5.9
Joaquín Reyes: Una y no más,MOVIE,2017,,77,['comedy'],[],,,
Enissa Amani: Ehrenwort,MOVIE,2018,PG,65,"['comedy', 'european']",['US'],,tt8328418,5.5
Kingdom of Us,MOVIE,2017,,109,"['documentation', 'drama']",['GB'],,tt7321274,7.0
Aruna & Her Palate,MOVIE,2018,,106,"['romance', 'drama']",['ID'],,tt8894180,7.2
Into the Wind,MOVIE,2018,,76,"['drama', 'european']",['CZ'],,tt8476276,4.2
Baby Mamas,MOVIE,2018,,93,"['drama', 'comedy']",['ZA'],,tt8686460,6.6
The Break with Michelle Wolf,SHOW,2018,TV-MA,30,['comedy'],['US'],1.0,tt8010342,5.1
Lynne Koplitz: Hormonal Beast,MOVIE,2017,,51,['comedy'],['US'],,tt6892388,6.2
Jindua,MOVIE,2017,,140,"['romance', 'comedy', 'family']",['IN'],,tt5917052,6.5
Yoo Byung Jae: Too Much Information,MOVIE,2018,,63,['comedy'],['KR'],,tt8140738,5.3
Ask the Doctor,SHOW,2017,,28,['documentation'],['AU'],3.0,tt7188736,6.5
Sei,MOVIE,2018,,128,"['thriller', 'action', 'crime']",['IN'],,tt5820544,4.2
Oga Bolaji,MOVIE,2018,,91,['drama'],['NG'],,tt8847418,
Christmas Catch,MOVIE,2018,,80,"['romance', 'comedy', 'crime']",['CA'],,tt8322908,5.3
Project Papa,MOVIE,2018,G,97,['drama'],['XX'],,tt7243756,6.3
Kibaoh Klashers,SHOW,2017,TV-Y7,24,['scifi'],['CN'],2.0,tt7492122,6.3
#FriendButMarried,MOVIE,2018,,102,"['romance', 'comedy', 'drama']",['ID'],,tt8076266,6.9
Mr. Chandramouli,MOVIE,2018,,122,"['romance', 'sport', 'comedy']",['IN'],,tt7486356,5.1
Sebastián Marcelo Wainraich,MOVIE,2018,,49,['comedy'],['AR'],,tt7607416,6.4
True: Wonderful Wishes,SHOW,2018,TV-Y,23,['animation'],['US'],1.0,,
Dhh,MOVIE,2018,R,128,"['drama', 'family']",['IN'],,tt7613166,7.9
Three Words to Forever,MOVIE,2018,,106,"['drama', 'romance', 'comedy', 'family']",['XX'],,tt9248252,6.8
In Line,MOVIE,2017,,115,['drama'],['NG'],,tt7508734,6.1
Little Singham aur Kaal ka Mahajaal,MOVIE,2018,,68,['comedy'],[],,,
Unexpectedly Yours,MOVIE,2017,,120,"['romance', 'comedy']",['PH'],,tt7686876,6.8
Next Enti?,MOVIE,2018,,157,"['drama', 'romance', 'comedy']",['XX'],,tt6972212,4.6
Loo Loo Kids Johny & Friends Musical Adventure,SHOW,2018,TV-Y,3,[],['US'],1.0,,
The Sound of Your Heart: Reboot,SHOW,2018,,34,['comedy'],['KR'],2.0,tt7885558,5.9
Luo Bao Bei,SHOW,2018,TV-Y,11,['animation'],[],1.0,tt7192414,8.0
RIDE ON TIME,SHOW,2018,TV-PG,24,[],['JP'],3.0,,
Dance & Sing With True,SHOW,2018,,0,"['animation', 'family']",[],1.0,tt9315892,
Pretty Man,SHOW,2018,TV-14,35,['family'],['CN'],2.0,,
Harith Iskander: I Told You So,MOVIE,2018,,61,['comedy'],['US'],,tt7902184,4.6
Memories of Love,SHOW,2018,TV-PG,44,"['drama', 'romance']",['CN'],1.0,tt8246636,5.9
Wedy Atkalam,MOVIE,2018,,72,"['drama', 'comedy']",['KW'],,tt9437052,5.8
Kanavu Variyam,MOVIE,2017,G,118,"['scifi', 'family', 'drama']",['IN'],,tt5283434,6.4
We Speak Dance,SHOW,2018,TV-MA,22,['documentation'],['US'],1.0,tt7737500,7.5
Simplemente Manu NNa,MOVIE,2017,,71,['comedy'],['MX'],,tt6833550,5.5
For the Broken Hearted,MOVIE,2018,,92,['drama'],['PH'],,tt9074344,6.7
King of Peking,MOVIE,2017,,88,"['comedy', 'drama']","['US', 'CN', 'AU']",,tt6406976,6.4
Babamın Ceketi,MOVIE,2018,,100,['comedy'],['TR'],,tt8857590,4.9
Until Midnight,MOVIE,2018,R,78,"['drama', 'thriller']",['AE'],,tt7741602,6.9
Beat Bugs: All Together Now,MOVIE,2017,,50,['animation'],['US'],,,
Shiva: The Secret World Of Vedas City,MOVIE,2017,G,78,[],[],,,
Fakkah Fuzz: Almost Banned,MOVIE,2018,,60,['comedy'],['XX'],,tt8507516,4.3
Vir Das: Losing It,MOVIE,2018,PG-13,67,['comedy'],['US'],,tt9315848,7.0
What Did I Mess,MOVIE,2018,PG-13,100,"['romance', 'comedy']",['LB'],,tt9163340,7.1
YG Future Strategy Office,SHOW,2018,TV-MA,27,['comedy'],['KR'],1.0,tt8129694,6.9
Al-Khawaga's Dilemma,MOVIE,2018,,110,['drama'],['EG'],,,
Dilan 1990,MOVIE,2018,,109,"['romance', 'drama']",['ID'],,tt7843946,7.0
Ascharya Fuck It,MOVIE,2018,,90,"['thriller', 'drama', 'romance']",['IN'],,tt6531196,5.4
Fary Is the New Black,MOVIE,2018,,74,"['comedy', 'european']",['FR'],,tt8201924,5.8
Motu Patlu in the City of Gold,MOVIE,2018,G,77,[],[],,,
Brij Mohan Amar Rahe!,MOVIE,2018,,100,"['comedy', 'drama', 'crime']",['IN'],,tt6514010,7.0
W. Kamau Bell: Private School Negro,MOVIE,2018,,65,['comedy'],['US'],,tt8467788,6.4
Pandigai,MOVIE,2017,R,150,"['thriller', 'action', 'romance']",['IN'],,tt7087944,6.3
The Bridge,MOVIE,2017,,115,"['romance', 'drama']",['CA'],,tt8193396,5.6
Hajwala 2: Mysterious Mission,MOVIE,2018,PG-13,115,"['action', 'comedy']",['AE'],,tt8531618,4.0
Satria Heroes: Revenge of the Darkness,MOVIE,2017,,92,"['drama', 'fantasy', 'scifi', 'action']",['ID'],,tt9033440,4.4
Fan of Amoory,MOVIE,2018,G,91,['drama'],['AE'],,tt9140904,5.9
Bogda,MOVIE,2018,,160,['drama'],['IN'],,tt6685074,7.2
Rise: Ini Kalilah,MOVIE,2018,,102,['drama'],['MY'],,tt9866736,5.1
What She Put on the Table,SHOW,2017,TV-14,85,['drama'],['TW'],1.0,tt7073222,7.3
Meghnadbodh Rohoshyo,MOVIE,2017,,122,['thriller'],['IN'],,tt6791638,6.3
The Suit,MOVIE,2018,,96,"['comedy', 'family', 'action', 'drama']",['EG'],,tt8805486,5.4
Afronta!,SHOW,2017,TV-PG,0,['documentation'],['BR'],1.0,tt12467250,7.4
Learning Songs by Little Baby Bum: Nursery Rhyme Friends,SHOW,2017,TV-Y,30,"['music', 'animation', 'family']",[],1.0,tt11456582,4.2
Finally Found Someone,MOVIE,2017,,118,"['comedy', 'romance']",['PH'],,tt7151438,5.7
Super Monsters Save Halloween,MOVIE,2018,,24,"['animation', 'family']",['US'],,tt9085726,5.4
Elf Pets: Santa's St. Bernards Save Christmas,MOVIE,2018,G,26,"['animation', 'fantasy']",['US'],,tt9233904,5.3
Catch.er,MOVIE,2017,,81,"['crime', 'drama']",['NG'],,tt8607728,4.5
Panoptic,MOVIE,2017,,79,['documentation'],"['AE', 'LB']",,tt7138456,6.2
Komola Rocket,MOVIE,2018,,95,['drama'],['BD'],,tt8506874,7.4
Lara and the Beat,MOVIE,2018,,137,"['drama', 'music', 'romance']",['NG'],,tt7819668,6.7
Luna Petunia Return to Amazia,SHOW,2018,TV-Y,24,['animation'],['US'],2.0,tt7924854,4.8
Si Doel the Movie,MOVIE,2018,,85,"['drama', 'comedy', 'romance']",['ID'],,tt8669070,6.9
Bahasha,MOVIE,2018,,85,['drama'],['TZ'],,tt8627254,7.0
Little Miss Sumo,MOVIE,2018,,18,['documentation'],"['JP', 'GB']",,,
Russian Doll,SHOW,2019,TV-MA,28,"['drama', 'comedy']",['US'],2.0,tt7520794,7.8
The Gentlemen,MOVIE,2019,R,113,"['comedy', 'crime', 'action']","['US', 'GB']",,tt8367814,7.8
Bridgerton,SHOW,2020,TV-MA,62,"['drama', 'romance']",['US'],4.0,tt8740790,7.3
Demon Slayer: Kimetsu no Yaiba,SHOW,2019,TV-MA,25,"['animation', 'scifi', 'action', 'fantasy', 'thriller', 'horror']",['JP'],3.0,tt9335498,8.7
Sex Education,SHOW,2019,TV-MA,52,"['drama', 'comedy']",['GB'],4.0,tt7767422,8.3
After Life,SHOW,2019,TV-MA,28,"['comedy', 'drama']",['GB'],3.0,tt8398600,8.5
"Love, Death & Robots",SHOW,2019,TV-MA,13,"['scifi', 'thriller', 'fantasy', 'horror', 'animation', 'action', 'drama', 'comedy']",['US'],3.0,tt9561862,8.4
The Umbrella Academy,SHOW,2019,TV-14,52,"['comedy', 'drama', 'fantasy', 'scifi', 'action']",['US'],3.0,tt1312171,8.0
The Witcher,SHOW,2019,TV-MA,58,"['scifi', 'action', 'drama', 'fantasy', 'horror']",['US'],2.0,tt5180504,8.2
The Rental,MOVIE,2020,R,88,"['thriller', 'drama', 'horror']",['US'],,tt10003008,5.7
Uncut Gems,MOVIE,2019,R,130,"['drama', 'thriller', 'comedy', 'crime']",['US'],,tt5727208,7.4
Space Force,SHOW,2020,TV-MA,30,['comedy'],['US'],2.0,tt9612516,6.7
Formula 1: Drive to Survive,SHOW,2019,TV-MA,38,"['documentation', 'sport']",['GB'],6.0,tt8289930,8.6
365 Days,MOVIE,2020,,114,"['romance', 'drama', 'european']",['PL'],,tt10886166,3.3
The Queen's Gambit,SHOW,2020,TV-MA,56,"['drama', 'sport']",['US'],1.0,tt10048342,8.6
Selling Sunset,SHOW,2019,TV-MA,35,['reality'],['US'],5.0,tt9817298,6.5
Dead to Me,SHOW,2019,TV-MA,31,"['drama', 'crime', 'comedy']",['US'],2.0,tt9889712,8.0
I Think You Should Leave with Tim Robinson,SHOW,2019,TV-MA,16,['comedy'],['US'],3.0,tt10050772,7.9
The Last Dance,SHOW,2020,TV-MA,50,"['documentation', 'history', 'sport']",['US'],1.0,tt8420184,9.1
The Stranger,SHOW,2020,TV-MA,45,"['crime', 'thriller', 'drama']",['GB'],1.0,tt9698480,7.3
Emily in Paris,SHOW,2020,TV-MA,29,"['drama', 'comedy', 'romance']",['US'],2.0,tt8962124,6.9
Unbelievable,SHOW,2019,TV-MA,48,"['drama', 'crime']",['US'],1.0,tt7909970,8.4
ULTRAMAN,SHOW,2019,TV-14,24,"['scifi', 'action', 'drama', 'fantasy', 'animation']",['JP'],3.0,tt8699270,6.8
Jurassic World: Camp Cretaceous,SHOW,2020,TV-PG,24,"['action', 'family', 'scifi', 'animation']",['US'],4.0,tt10436228,7.5
Virgin River,SHOW,2019,TV-14,44,"['drama', 'romance']",['US'],3.0,tt9077530,7.4
Outer Banks,SHOW,2020,TV-MA,49,"['action', 'drama', 'romance', 'thriller', 'crime']",['US'],2.0,tt10293938,7.5
Locke & Key,SHOW,2020,TV-14,48,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",['US'],3.0,tt3007572,7.4
Rambo: Last Blood,MOVIE,2019,R,101,"['thriller', 'western', 'action']","['US', 'CN']",,tt1206885,6.1
The Circle,SHOW,2020,TV-MA,52,['reality'],['US'],5.0,tt9581768,7.3
Freaks,MOVIE,2019,R,105,"['scifi', 'thriller', 'drama']","['US', 'CA']",,tt8781414,6.7
The King,MOVIE,2019,R,140,"['drama', 'history', 'romance', 'war']","['AU', 'US']",,tt7984766,7.3
Are You Afraid of the Dark?,SHOW,2019,TV-PG,44,"['thriller', 'horror', 'family', 'drama', 'fantasy']",['US'],2.0,tt10473306,7.1
I'm Thinking of Ending Things,MOVIE,2020,R,134,"['thriller', 'fantasy', 'drama']",['US'],,tt7939766,6.6
In the Dark,SHOW,2019,TV-14,41,"['comedy', 'drama', 'crime', 'horror', 'action']",['US'],4.0,tt7772602,7.7
Young Wallander,SHOW,2020,TV-MA,45,"['crime', 'drama', 'thriller']",['GB'],2.0,tt9359220,6.8
The Devil All the Time,MOVIE,2020,R,138,"['drama', 'thriller', 'crime', 'horror']",['US'],,tt8956406,7.1
Tuca & Bertie,SHOW,2019,TV-MA,24,"['comedy', 'animation']",['US'],2.0,tt8036272,7.3
My Octopus Teacher,MOVIE,2020,,84,['documentation'],"['ZA', 'GB']",,tt12888462,8.1
The Irishman,MOVIE,2019,R,209,"['drama', 'crime', 'history', 'thriller']",['US'],,tt1302006,7.8
Synchronic,MOVIE,2019,R,102,"['horror', 'scifi', 'thriller', 'drama']",['US'],,tt9016974,6.2
Hillbilly Elegy,MOVIE,2020,R,116,['drama'],['US'],,tt6772802,6.7
Feel Good,SHOW,2020,TV-MA,25,"['drama', 'comedy', 'romance']",['GB'],2.0,tt10098620,7.5
Top Boy,SHOW,2019,TV-MA,44,['drama'],['GB'],3.0,,
21 Bridges,MOVIE,2019,R,99,"['action', 'drama', 'crime', 'thriller']",['US'],,tt8688634,6.6
Love Is Blind,SHOW,2020,TV-MA,54,"['reality', 'romance']",['US'],5.0,tt11704040,6.1
Marriage Story,MOVIE,2019,R,136,"['drama', 'romance', 'comedy']",['GB'],,tt7653254,7.9
The Trial of the Chicago 7,MOVIE,2020,R,130,"['drama', 'history', 'thriller']",['US'],,tt1070874,7.7
Into the Night,SHOW,2020,TV-MA,36,"['scifi', 'drama', 'thriller']",['BE'],2.0,tt10919486,7.1
Criminal: UK,SHOW,2019,TV-MA,44,"['drama', 'thriller', 'crime']",['GB'],2.0,tt9348692,7.6
Never Have I Ever,SHOW,2020,TV-14,28,"['drama', 'comedy']",['US'],4.0,tt10062292,7.8
The Daily Life of the Immortal King,SHOW,2020,TV-14,19,"['scifi', 'comedy', 'fantasy', 'animation', 'action']",['CN'],2.0,tt11755260,7.2
El Camino: A Breaking Bad Movie,MOVIE,2019,R,123,"['thriller', 'drama', 'crime', 'action']",['US'],,tt10819010,7.3
Eurovision Song Contest: The Story of Fire Saga,MOVIE,2020,PG-13,123,"['comedy', 'music']",['US'],,tt8580274,6.5
The Cursed,SHOW,2020,TV-MA,62,"['scifi', 'drama', 'fantasy', 'thriller']",['KR'],1.0,tt11841276,7.1
Get Organized with The Home Edit,SHOW,2020,TV-PG,42,['reality'],['US'],2.0,tt10834478,5.3
The Call,MOVIE,2020,,112,"['thriller', 'scifi', 'drama', 'crime', 'horror']",['KR'],,tt10530176,7.1
Sweet Magnolias,SHOW,2020,TV-14,50,"['drama', 'romance']",['US'],2.0,tt9077540,7.3
In the Shadow of the Moon,MOVIE,2019,R,115,"['thriller', 'crime', 'scifi']","['US', 'CA']",,tt8110640,6.2
Alice in Borderland,SHOW,2020,TV-MA,47,"['action', 'drama', 'scifi', 'thriller', 'fantasy']",['JP'],2.0,tt10795658,7.6
Raising Dion,SHOW,2019,TV-G,43,"['scifi', 'drama']",['US'],2.0,tt7826108,7.1
Summerland,MOVIE,2020,PG,100,"['romance', 'drama', 'war']",['GB'],,tt6841122,7.0
Kingdom,SHOW,2019,TV-MA,48,"['action', 'thriller', 'drama', 'scifi', 'horror', 'history']",['KR'],2.0,tt6611916,8.3
The Social Dilemma,MOVIE,2020,PG-13,94,"['drama', 'documentation']",['US'],,tt11464826,7.6
Black Summer,SHOW,2019,TV-MA,39,"['scifi', 'action', 'drama', 'horror', 'thriller']",['US'],2.0,tt8923854,6.5
Fantastic Fungi,MOVIE,2019,,81,['documentation'],['US'],,tt8258074,7.4
The Promised Neverland,SHOW,2019,TV-MA,23,"['scifi', 'action', 'thriller', 'drama', 'fantasy', 'horror', 'animation']",['JP'],2.0,tt8788458,8.4
Dracula,SHOW,2020,TV-MA,88,"['action', 'drama', 'fantasy', 'horror', 'thriller']",['GB'],1.0,tt9165388,6.8
Mank,MOVIE,2020,R,131,"['comedy', 'drama']",['US'],,tt10618286,6.8
6 Underground,MOVIE,2019,R,127,"['action', 'thriller', 'comedy']",['US'],,tt8106534,6.1
I Care a Lot,MOVIE,2020,R,118,"['comedy', 'crime', 'drama', 'thriller']","['US', 'GB']",,tt9893250,6.3
His House,MOVIE,2020,,93,"['drama', 'thriller', 'horror']",['GB'],,tt8508734,6.5
The Dark Crystal: Age of Resistance,SHOW,2019,TV-PG,51,"['scifi', 'drama', 'animation', 'fantasy', 'family', 'horror', 'action']","['GB', 'US']",1.0,tt6905542,8.4
When They See Us,SHOW,2019,TV-MA,74,"['drama', 'history', 'crime']",['US'],1.0,tt7137906,8.9
Cocomelon,SHOW,2019,TV-PG,8,"['animation', 'comedy', 'family']","['US', 'GB']",4.0,tt12427840,4.9
Another Life,SHOW,2019,TV-MA,42,"['scifi', 'thriller', 'drama']",['US'],2.0,tt8369840,5.2
Crash Landing on You,SHOW,2019,,86,['drama'],['KR'],1.0,,
Living with Yourself,SHOW,2019,TV-MA,26,"['drama', 'comedy', 'scifi']",['US'],2.0,tt8880894,7.2
The Platform,MOVIE,2019,,94,"['horror', 'scifi', 'thriller', 'european']",['ES'],,tt8228288,7.0
The Movies That Made Us,SHOW,2019,TV-PG,47,"['history', 'documentation', 'family']",['US'],3.0,tt10681222,7.6
Giri/Haji,SHOW,2019,TV-MA,58,"['thriller', 'crime', 'drama']",['GB'],1.0,tt8001106,7.8
Don't F**k with Cats: Hunting an Internet Killer,SHOW,2019,TV-MA,62,"['crime', 'documentation']","['US', 'GB']",1.0,tt11318602,8.0
The Forgotten Battle,MOVIE,2020,,124,"['drama', 'war', 'history', 'documentation', 'european']","['LT', 'NL', 'BE']",,tt10521092,7.1
Always Be My Maybe,MOVIE,2019,PG-13,101,"['romance', 'comedy']",['US'],,tt7374948,6.8
Enola Holmes,MOVIE,2020,PG-13,123,"['crime', 'drama', 'action']",['US'],,tt7846844,6.6
Scary Stories to Tell in the Dark,MOVIE,2019,PG-13,108,"['horror', 'thriller']","['CA', 'CN', 'US']",,tt3387520,6.2
The Valhalla Murders,SHOW,2019,TV-MA,46,"['thriller', 'crime', 'drama', 'scifi']",['IS'],1.0,tt9100822,7.1
Triple Frontier,MOVIE,2019,R,125,"['thriller', 'action', 'crime', 'drama']",['US'],,tt1488606,6.4
Fast Color,MOVIE,2019,PG-13,102,"['thriller', 'drama', 'scifi']",['US'],,tt6418778,6.0
The Midnight Sky,MOVIE,2020,PG-13,118,"['drama', 'scifi', 'thriller', 'fantasy']",['US'],,tt10539608,5.6
Official Secrets,MOVIE,2019,R,112,"['thriller', 'crime', 'drama', 'war', 'romance']","['GB', 'US']",,tt5431890,7.3
The Hateful Eight: Extended Version,SHOW,2019,TV-MA,199,"['western', 'crime', 'thriller', 'drama']",['US'],1.0,,
Barbarians,SHOW,2020,TV-MA,47,"['action', 'drama', 'history']",['DE'],1.0,tt9184986,7.2
I Am Mother,MOVIE,2019,PG-13,113,"['scifi', 'thriller', 'horror', 'drama']",['AU'],,tt6292852,6.7
Marianne,SHOW,2019,TV-MA,49,"['thriller', 'drama', 'horror']",['FR'],1.0,tt10875696,7.4
The Haunting of Bly Manor,SHOW,2020,TV-MA,55,"['drama', 'scifi', 'thriller', 'horror']",['US'],1.0,tt10970552,7.3
"Roswell, New Mexico",SHOW,2019,TV-14,42,"['scifi', 'drama', 'romance']",['US'],3.0,tt7588054,6.2
The Old Guard,MOVIE,2020,R,125,"['fantasy', 'action', 'thriller']",['US'],,tt7556122,6.6
Hollywood,SHOW,2020,TV-MA,50,"['drama', 'history']",['US'],1.0,tt9827854,7.5
The Midnight Gospel,SHOW,2020,TV-MA,25,['scifi'],['US'],1.0,,
The Outpost,MOVIE,2020,R,123,"['drama', 'action', 'history', 'war']","['US', 'BG']",,tt3833480,6.8
Cursed,SHOW,2020,TV-MA,55,"['scifi', 'action', 'drama', 'fantasy']",['US'],1.0,tt8210856,5.8
Extraction,MOVIE,2020,R,116,"['thriller', 'crime', 'drama', 'action']",['US'],,tt8936646,6.7
To the Lake,SHOW,2019,TV-MA,43,"['scifi', 'thriller', 'drama']",['RU'],2.0,tt9151230,7.2
Pokémon Journeys: The Series,SHOW,2020,TV-Y7,22,"['animation', 'action', 'scifi', 'comedy', 'family', 'fantasy']",['JP'],1.0,tt14033496,6.9
The Defeated,SHOW,2020,TV-MA,54,"['drama', 'thriller']",['DE'],1.0,tt8879894,7.0
Occupation: Rainfall,MOVIE,2020,R,128,"['action', 'scifi']",['AU'],,tt8615822,5.6
Conversations with a Killer: The Ted Bundy Tapes,SHOW,2019,TV-MA,59,"['crime', 'history', 'documentation']",['US'],1.0,tt9425132,7.8
"Extremely Wicked, Shockingly Evil and Vile",MOVIE,2019,R,111,"['crime', 'drama', 'thriller']",['US'],,tt2481498,6.7
I Am Not Okay with This,SHOW,2020,TV-MA,21,"['comedy', 'drama', 'fantasy', 'scifi']",['US'],1.0,tt9446688,7.5
Tiger King,SHOW,2020,TV-MA,44,"['crime', 'documentation']",['US'],2.0,tt11823076,7.5
#Alive,MOVIE,2020,,98,"['thriller', 'horror', 'action', 'drama']",['KR'],,tt10620868,6.3
Unorthodox,SHOW,2020,TV-MA,54,['drama'],['DE'],1.0,tt7607544,8.0
The Old Ways,MOVIE,2020,R,90,"['fantasy', 'thriller', 'drama', 'horror']",['US'],,tt12829958,5.4
The Half of It,MOVIE,2020,PG-13,104,"['comedy', 'romance', 'drama']",['US'],,tt9683478,6.9
After,MOVIE,2019,PG-13,106,"['drama', 'romance']",['US'],,tt4126476,5.2
Dolemite Is My Name,MOVIE,2019,R,118,"['comedy', 'drama']",['US'],,tt8526872,7.2
Warrior Nun,SHOW,2020,TV-MA,43,"['scifi', 'action', 'drama', 'fantasy']",['US'],1.0,tt9059350,6.8
Ragnarok,SHOW,2020,TV-MA,47,"['action', 'drama', 'fantasy', 'thriller', 'scifi']",['NO'],2.0,tt9251798,7.5
The Order,SHOW,2019,TV-MA,48,"['scifi', 'horror', 'drama', 'fantasy', 'crime', 'thriller']",['US'],2.0,tt8295472,6.7
The Professor and the Madman,MOVIE,2019,,124,"['thriller', 'drama', 'history', 'european']","['US', 'FR', 'IE']",,tt5932728,7.2
The Paper Tigers,MOVIE,2020,PG-13,108,"['comedy', 'action']",['US'],,tt6060444,6.3
Pieces of a Woman,MOVIE,2020,R,127,['drama'],"['HU', 'US', 'CA']",,tt11161474,7.0
Love on the Spectrum,SHOW,2019,TV-14,42,"['reality', 'documentation', 'romance']",['AU'],2.0,tt11904786,8.6
Code 8,MOVIE,2019,,99,"['scifi', 'thriller', 'action', 'crime', 'drama']","['GB', 'US', 'CA']",,tt6259380,6.1
Jiu Jitsu,MOVIE,2020,R,102,"['fantasy', 'action', 'scifi', 'thriller', 'comedy']","['US', 'CY']",,tt9624766,2.9
Bad Trip,MOVIE,2020,,87,"['comedy', 'reality']","['US', 'CA']",,tt9684220,6.5
Away,SHOW,2020,TV-14,50,"['scifi', 'drama', 'romance']",['US'],1.0,tt8787802,6.6
The Wind,MOVIE,2019,R,86,"['western', 'thriller', 'horror']",['US'],,tt8426594,5.5
The Pharmacist,SHOW,2020,TV-MA,54,"['crime', 'documentation']",['US'],1.0,tt11600174,7.7
Five Feet Apart,MOVIE,2019,PG-13,116,"['romance', 'drama']",['US'],,tt6472976,7.2
Sweet Home,SHOW,2020,TV-MA,52,['scifi'],['KR'],1.0,,
Ghost in the Shell: SAC_2045,SHOW,2020,TV-14,25,"['scifi', 'animation', 'action', 'thriller', 'crime', 'drama']",['JP'],2.0,tt9466298,6.2
Murder Mystery,MOVIE,2019,PG-13,97,"['comedy', 'action', 'crime', 'romance']",['US'],,tt1618434,6.0
The Water Man,MOVIE,2020,PG,92,"['action', 'drama', 'family', 'fantasy', 'thriller']",['US'],,tt4779326,5.4
Rebecca,MOVIE,2020,PG-13,121,"['thriller', 'romance', 'drama']",['GB'],,tt2235695,6.0
The Politician,SHOW,2019,TV-14,43,"['comedy', 'drama']",['US'],2.0,tt7971476,7.5
The Society,SHOW,2019,TV-MA,56,"['scifi', 'thriller', 'drama']",['US'],1.0,tt8778064,7.0
The Untamed,SHOW,2019,TV-14,44,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",['CN'],1.0,tt10554898,8.8
Countdown,MOVIE,2019,PG-13,90,"['horror', 'thriller', 'european']",['US'],,,
Fyre,MOVIE,2019,,98,"['documentation', 'crime', 'music']",['US'],,tt9412098,7.2
Fractured,MOVIE,2019,R,99,['thriller'],['US'],,tt4332232,6.4
Da 5 Bloods,MOVIE,2020,R,156,"['war', 'drama']",['US'],,tt9777644,6.5
Our Planet,SHOW,2019,TV-G,50,['documentation'],['GB'],1.0,tt9253866,9.3
The Family,SHOW,2019,TV-14,26,"['documentation', 'sport', 'reality']",['US'],1.0,tt10780886,6.4
The Spy,SHOW,2019,TV-MA,53,"['drama', 'history']",['FR'],1.0,tt5952634,7.9
Lies and Deceit,SHOW,2020,,49,['thriller'],['ES'],1.0,,
Daybreak,SHOW,2019,TV-MA,44,"['scifi', 'drama', 'fantasy', 'horror', 'thriller', 'comedy', 'action']",['US'],1.0,tt12374132,6.7
The Highwaymen,MOVIE,2019,R,132,"['thriller', 'crime', 'drama']",['US'],,tt1860242,6.9
The Disciple,MOVIE,2020,,128,"['drama', 'music']",['IN'],,tt11423784,7.1
